JOAO PESSOA (82798);
Data;Hora (UTC);Temp. [Hora] (C);Umi. (%);Pressao (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Nebulosidade (Decimos);Insolacao (h);Temp. Max. [Diaria] (h);Temp. Min. [Diaria] (h);Chuva [Diaria] (mm);
29/11/2011;1200;29,6;64,0;1012,0;2,3;14,0;3,0;;;24,3;2,0;
29/11/2011;1800;29,4;63,0;1009,3;3,3;14,0;3,0;;;;;
30/11/2011;0000;26,8;76,0;1011,8;1,6;9,0;5,0;10,30;31,0;;;
30/11/2011;1200;29,0;66,0;1011,7;3,0;14,0;6,0;;;26,3;0,0;
30/11/2011;1800;29,0;67,0;1010,2;2,8;9,0;6,0;;;;;
01/12/2011;0000;27,2;74,0;1011,9;2,1;14,0;6,0;9,70;30,8;;;
01/12/2011;1200;29,6;63,0;1013,4;2,5;14,0;6,0;;;26,5;0,0;
01/12/2011;1800;29,0;63,0;1011,4;2,1;9,0;6,0;;;;;
02/12/2011;0000;27,0;70,0;1012,6;1,6;9,0;4,0;9,30;30,5;;;
02/12/2011;1200;29,0;66,0;1013,3;2,3;14,0;6,0;;;26,1;0,4;
02/12/2011;1800;28,8;63,0;1010,9;2,0;9,0;5,0;;;;;
03/12/2011;0000;26,8;71,0;1012,3;2,1;9,0;5,0;10,00;31,2;;;
03/12/2011;1200;29,4;63,0;1012,6;2,6;9,0;4,0;;;26,1;0,0;
03/12/2011;1800;29,6;66,0;1010,4;2,0;14,0;3,0;;;;;
04/12/2011;0000;27,0;76,0;1011,6;1,6;9,0;5,0;10,70;31,1;;;
04/12/2011;1200;29,0;65,0;1012,8;3,3;9,0;5,0;;;26,5;0,0;
04/12/2011;1800;29,2;68,0;1010,5;3,3;14,0;5,0;;;;;
05/12/2011;0000;27,2;75,0;1012,0;2,8;14,0;4,0;8,90;31,2;;;
05/12/2011;1200;29,4;68,0;1012,4;3,1;14,0;8,0;;;24,7;0,2;
05/12/2011;1800;28,8;67,0;1010,6;4,1;14,0;9,0;;;;;
06/12/2011;0000;24,6;89,0;1012,7;3,0;14,0;10,0;9,10;30,8;;;
06/12/2011;1200;29,6;59,0;1011,5;2,1;9,0;5,0;;;23,3;2,7;
06/12/2011;1800;29,0;63,0;1010,1;2,6;14,0;4,0;;;;;
07/12/2011;0000;26,6;70,0;1011,5;2,6;14,0;4,0;10,60;30,6;;;
07/12/2011;1200;29,0;57,0;1012,1;3,0;9,0;3,0;;;26,1;0,0;
07/12/2011;1800;29,0;61,0;1010,5;3,3;14,0;2,0;;;;;
08/12/2011;0000;26,8;71,0;1012,5;2,0;14,0;2,0;10,20;30,6;;;
08/12/2011;1200;28,8;63,0;1013,5;3,0;14,0;3,0;;;26,4;0,0;
08/12/2011;1800;29,4;63,0;1011,0;4,1;14,0;10,0;;;;;
09/12/2011;0000;27,2;71,0;1012,4;2,5;14,0;2,0;7,80;30,3;;;
09/12/2011;1200;29,4;67,0;1012,9;2,5;14,0;8,0;;;26,1;0,0;
09/12/2011;1800;29,2;68,0;1010,6;2,8;14,0;6,0;;;;;
10/12/2011;0000;27,0;70,0;1012,2;2,3;14,0;5,0;9,40;30,8;;;
10/12/2011;1200;28,4;68,0;1012,2;2,0;9,0;6,0;;;26,3;0,0;
10/12/2011;1800;29,0;69,0;1010,0;2,1;9,0;4,0;;;;;
11/12/2011;0000;27,0;77,0;1011,4;1,6;5,0;5,0;9,60;31,2;;;
11/12/2011;1200;30,0;68,0;1012,0;3,0;5,0;5,0;;;26,6;0,0;
11/12/2011;1800;29,4;72,0;1008,8;3,6;5,0;4,0;;;;;
12/12/2011;0000;27,2;80,0;1012,0;1,0;5,0;5,0;9,70;31,4;;;
12/12/2011;1200;28,8;73,0;1012,3;1,6;5,0;6,0;;;26,7;0,0;
12/12/2011;1800;30,0;67,0;1010,7;3,3;5,0;5,0;;;;;
13/12/2011;0000;27,6;77,0;1011,9;2,0;14,0;6,0;9,50;31,2;;;
13/12/2011;1200;29,2;68,0;1013,0;2,1;5,0;7,0;;;26,9;0,0;
13/12/2011;1800;29,8;65,0;1010,4;2,1;5,0;5,0;;;;;
14/12/2011;0000;27,4;72,0;1011,9;2,8;14,0;4,0;6,60;29,7;;;
14/12/2011;1200;27,0;76,0;1012,0;1,6;9,0;9,0;;;24,3;1,3;
14/12/2011;1800;29,6;64,0;1010,4;2,6;14,0;5,0;;;;;
15/12/2011;0000;27,0;72,0;1012,3;2,0;9,0;4,0;8,70;30,8;;;
15/12/2011;1200;29,4;68,0;1013,0;3,3;14,0;4,0;;;26,5;0,0;
15/12/2011;1800;29,2;69,0;1011,3;3,0;14,0;4,0;;;;;
16/12/2011;0000;27,0;75,0;1012,2;1,6;14,0;5,0;10,30;31,4;;;
16/12/2011;1200;29,4;62,0;1014,0;3,3;9,0;2,0;;;26,7;0,0;
16/12/2011;1800;30,0;64,0;1012,1;2,0;9,0;5,0;;;;;
17/12/2011;0000;27,2;72,0;1013,1;3,0;14,0;4,0;10,30;31,3;;;
17/12/2011;1200;29,4;60,0;1014,2;3,3;14,0;3,0;;;26,7;0,0;
17/12/2011;1800;28,8;64,0;1011,9;3,3;14,0;4,0;;;;;
18/12/2011;0000;27,4;69,0;1012,6;2,6;14,0;4,0;10,00;31,2;;;
18/12/2011;1200;29,4;63,0;1013,9;2,6;14,0;4,0;;;22,7;0,0;
18/12/2011;1800;29,2;65,0;1012,0;3,3;14,0;5,0;;;;;
19/12/2011;0000;27,0;75,0;1013,3;2,0;14,0;4,0;9,60;31,1;;;
19/12/2011;1200;29,6;63,0;1014,2;3,3;14,0;3,0;;;26,3;0,0;
19/12/2011;1800;29,8;65,0;1011,5;3,0;9,0;5,0;;;;;
20/12/2011;0000;27,2;78,0;1013,6;2,3;14,0;6,0;10,10;31,1;;;
20/12/2011;1200;29,0;69,0;1014,6;2,6;14,0;7,0;;;26,8;0,0;
20/12/2011;1800;29,6;66,0;1012,3;3,1;14,0;4,0;;;;;
21/12/2011;0000;27,4;74,0;1012,7;2,8;14,0;5,0;9,60;31,2;;;
21/12/2011;1200;30,2;66,0;1012,7;2,5;14,0;6,0;;;26,3;0,0;
21/12/2011;1800;29,4;67,0;1011,2;3,0;14,0;5,0;;;;;
22/12/2011;0000;27,4;76,0;1012,2;2,0;9,0;5,0;8,80;31,4;;;
22/12/2011;1200;29,6;65,0;1012,9;2,1;14,0;6,0;;;26,4;0,2;
22/12/2011;1800;29,6;66,0;1011,5;3,3;14,0;4,0;;;;;
23/12/2011;0000;27,2;75,0;1013,2;2,3;14,0;5,0;8,50;31,2;;;
23/12/2011;1200;29,6;69,0;1013,5;3,0;14,0;5,0;;;26,4;0,1;
23/12/2011;1800;29,8;67,0;1012,0;3,3;14,0;6,0;;;;;
24/12/2011;0000;27,2;74,0;1013,3;2,1;9,0;6,0;8,20;31,5;;;
24/12/2011;1200;29,6;66,0;1014,4;2,5;9,0;5,0;;;26,1;0,2;
24/12/2011;1800;30,2;63,0;1013,6;3,8;14,0;3,0;;;;;
25/12/2011;0000;27,2;75,0;1013,3;2,0;14,0;5,0;6,40;31,0;;;
25/12/2011;1200;28,6;71,0;1013,6;4,5;14,0;8,0;;;24,9;1,0;
25/12/2011;1800;28,6;67,0;1013,1;3,3;14,0;8,0;;;;;
26/12/2011;0000;25,4;88,0;1013,8;3,6;14,0;10,0;8,00;31,4;;;
26/12/2011;1200;29,2;64,0;1014,1;3,3;14,0;8,0;;;25,3;2,3;
26/12/2011;1800;29,8;60,0;1012,6;5,0;14,0;8,0;;;;;
27/12/2011;0000;26,8;66,0;1014,9;3,3;14,0;3,0;5,20;30,7;;;
27/12/2011;1200;29,4;61,0;1014,9;3,3;14,0;6,0;;;26,3;0,0;
27/12/2011;1800;28,6;64,0;1013,5;1,6;9,0;8,0;;;;;
28/12/2011;0000;26,8;77,0;1015,1;1,3;9,0;4,0;10,00;31,2;;;
28/12/2011;1200;30,2;66,0;1015,7;3,0;9,0;5,0;;;25,3;0,0;
28/12/2011;1800;29,4;68,0;1013,9;2,6;9,0;3,0;;;;;
29/12/2011;0000;27,4;72,0;1014,8;2,3;9,0;2,0;9,60;31,4;;;
29/12/2011;1200;29,4;69,0;1015,0;2,5;5,0;5,0;;;26,5;0,0;
29/12/2011;1800;29,2;71,0;1012,8;3,1;9,0;5,0;;;;;
30/12/2011;0000;27,6;76,0;1013,5;2,1;9,0;4,0;9,60;31,2;;;
30/12/2011;1200;29,4;70,0;1014,7;1,6;9,0;8,0;;;26,9;0,0;
30/12/2011;1800;29,6;68,0;1012,2;3,3;14,0;4,0;;;;;
31/12/2011;0000;27,4;79,0;1013,0;2,5;9,0;8,0;8,70;31,0;;;
31/12/2011;1200;29,8;65,0;1014,1;2,6;14,0;3,0;;;26,9;0,0;
31/12/2011;1800;29,8;67,0;1011,6;3,3;14,0;5,0;;;;;
01/01/2012;0000;27,2;76,0;1012,5;1,6;9,0;6,0;7,00;30,6;;;
01/01/2012;1200;29,4;69,0;1014,3;1,8;14,0;8,0;;;25,3;1,0;
01/01/2012;1800;28,8;73,0;1012,2;2,0;9,0;6,0;;;;;
02/01/2012;0000;26,8;87,0;1013,7;2,0;9,0;6,0;10,10;31,0;;;
02/01/2012;1200;29,6;67,0;1014,0;1,6;9,0;5,0;;;25,9;6,8;
02/01/2012;1800;29,2;67,0;1011,1;2,6;9,0;6,0;;;;;
03/01/2012;0000;27,2;74,0;1013,2;2,0;9,0;5,0;9,60;31,3;;;
03/01/2012;1200;29,0;68,0;1013,8;2,0;14,0;4,0;;;26,6;0,0;
03/01/2012;1800;29,8;68,0;1011,6;3,0;14,0;6,0;;;;;
04/01/2012;0000;27,6;74,0;1013,6;1,6;14,0;2,0;9,20;31,2;;;
04/01/2012;1200;29,2;69,0;1014,2;2,1;14,0;6,0;;;26,7;0,0;
04/01/2012;1800;29,4;65,0;1012,0;2,5;14,0;4,0;;;;;
05/01/2012;0000;27,4;71,0;1013,5;2,0;9,0;4,0;9,90;31,2;;;
05/01/2012;1200;29,2;67,0;1014,4;1,6;9,0;4,0;;;26,3;0,0;
05/01/2012;1800;29,6;65,0;1012,4;2,3;14,0;4,0;;;;;
06/01/2012;0000;27,2;79,0;1013,6;1,6;9,0;5,0;9,80;31,1;;;
06/01/2012;1200;29,2;69,0;1014,6;2,1;14,0;6,0;;;26,1;0,0;
06/01/2012;1800;30,0;67,0;1012,3;3,3;9,0;5,0;;;;;
07/01/2012;0000;27,2;78,0;1013,4;2,0;14,0;5,0;8,80;31,4;;;
07/01/2012;1200;29,6;66,0;1014,5;1,6;14,0;6,0;;;26,7;0,0;
07/01/2012;1800;29,6;67,0;1012,4;1,8;14,0;6,0;;;;;
08/01/2012;0000;27,2;76,0;1013,4;2,6;14,0;5,0;7,20;31,2;;;
08/01/2012;1200;25,6;91,0;1014,0;1,6;14,0;8,0;;;24,9;4,6;
08/01/2012;1800;29,0;78,0;1011,6;4,5;14,0;9,0;;;;;
09/01/2012;0000;25,8;89,0;1013,4;2,0;18,0;10,0;10,10;31,4;;;
09/01/2012;1200;29,8;70,0;1013,7;3,3;14,0;3,0;;;24,7;9,6;
09/01/2012;1800;29,8;67,0;1012,3;2,6;9,0;6,0;;;;;
10/01/2012;0000;27,4;79,0;1013,9;3,0;14,0;6,0;9,00;31,1;;;
10/01/2012;1200;28,4;71,0;1013,4;1,6;9,0;8,0;;;26,5;0,0;
10/01/2012;1800;30,2;66,0;1011,1;3,3;14,0;6,0;;;;;
11/01/2012;0000;26,6;80,0;1013,1;2,6;14,0;6,0;5,30;29,5;;;
11/01/2012;1200;27,6;77,0;1012,8;3,0;14,0;10,0;;;24,3;4,7;
11/01/2012;1800;27,0;84,0;1011,9;4,3;14,0;10,0;;;;;
12/01/2012;0000;25,0;92,0;1013,9;2,5;18,0;9,0;8,50;31,0;;;
12/01/2012;1200;29,2;74,0;1013,9;2,3;14,0;6,0;;;24,5;6,0;
12/01/2012;1800;29,6;70,0;1012,7;2,6;14,0;4,0;;;;;
13/01/2012;0000;27,2;83,0;1014,5;2,5;14,0;8,0;9,70;31,4;;;
13/01/2012;1200;29,0;73,0;1014,2;2,5;14,0;5,0;;;26,7;1,0;
13/01/2012;1800;29,8;68,0;1012,5;3,0;14,0;4,0;;;;;
14/01/2012;0000;27,8;77,0;1013,7;2,3;14,0;5,0;8,90;30,8;;;
14/01/2012;1200;29,2;77,0;1014,3;2,5;14,0;4,0;;;26,5;0,0;
14/01/2012;1800;29,6;65,0;1012,4;3,8;14,0;8,0;;;;;
15/01/2012;0000;27,4;76,0;1014,3;3,3;14,0;6,0;8,50;31,4;;;
15/01/2012;1200;30,0;67,0;1014,2;3,6;18,0;7,0;;;26,9;0,0;
15/01/2012;1800;29,2;72,0;1012,4;2,6;14,0;8,0;;;;;
16/01/2012;0000;27,2;75,0;1013,7;2,5;14,0;3,0;6,20;30,6;;;
16/01/2012;1200;28,2;69,0;1014,4;3,3;14,0;10,0;;;23,9;0,0;
16/01/2012;1800;29,0;62,0;1012,3;3,3;14,0;8,0;;;;;
17/01/2012;0000;27,0;75,0;1013,5;1,1;14,0;6,0;4,30;30,8;;;
17/01/2012;1200;28,6;71,0;1013,6;2,1;14,0;6,0;;;23,5;0,0;
17/01/2012;1800;29,8;62,0;1011,2;3,0;9,0;9,0;;;;;
18/01/2012;0000;27,6;73,0;1012,2;1,8;14,0;6,0;0,80;30,2;;;
18/01/2012;1200;28,8;70,0;1012,9;2,5;14,0;10,0;;;26,7;0,0;
18/01/2012;1800;28,8;69,0;1010,9;2,3;14,0;10,0;;;;;
19/01/2012;0000;27,2;75,0;1011,4;1,8;14,0;4,0;0,90;27,6;;;
19/01/2012;1200;23,4;98,0;1013,1;0,5;9,0;10,0;;;23,3;11,6;
19/01/2012;1800;25,0;89,0;1011,5;1,6;18,0;9,0;;;;;
20/01/2012;0000;26,2;84,0;1012,6;1,1;14,0;6,0;6,00;30,6;;;
20/01/2012;1200;28,2;72,0;1013,2;2,5;14,0;6,0;;;23,1;20,6;
20/01/2012;1800;29,2;70,0;1011,7;2,0;14,0;8,0;;;;;
21/01/2012;0000;27,2;78,0;1013,5;1,8;14,0;5,0;3,60;30,6;;;
21/01/2012;1200;30,0;67,0;1012,9;2,0;14,0;6,0;;;24,1;0,0;
21/01/2012;1800;26,8;80,0;1010,7;1,6;18,0;10,0;;;;;
22/01/2012;0000;24,4;96,0;1011,7;1,6;27,0;10,0;0,30;27,8;;;
22/01/2012;1200;24,8;93,0;1012,2;1,6;27,0;10,0;;;22,9;3,2;
22/01/2012;1800;26,6;82,0;1010,9;2,0;14,0;9,0;;;;;
23/01/2012;0000;23,0;96,0;1012,1;1,3;27,0;10,0;0,10;28,4;;;
23/01/2012;1200;25,0;92,0;1012,0;2,0;20,0;10,0;;;22,9;16,4;
23/01/2012;1800;24,4;95,0;1010,5;2,8;9,0;10,0;;;;;
24/01/2012;0000;24,0;95,0;1011,4;1,0;14,0;9,0;5,70;29,7;;;
24/01/2012;1200;25,0;95,0;1012,1;1,6;9,0;10,0;;;22,9;118,2;
24/01/2012;1800;29,0;69,0;1010,6;2,0;9,0;10,0;;;;;
25/01/2012;0000;27,0;77,0;1012,7;2,5;9,0;6,0;10,20;30,7;;;
25/01/2012;1200;28,8;71,0;1013,1;2,0;9,0;4,0;;;25,1;0,2;
25/01/2012;1800;29,4;67,0;1011,8;2,6;9,0;4,0;;;;;
26/01/2012;0000;27,2;76,0;1012,7;3,1;9,0;3,0;9,70;31,2;;;
26/01/2012;1200;29,0;66,0;1012,5;3,0;14,0;4,0;;;25,9;0,0;
26/01/2012;1800;29,6;68,0;1011,4;2,8;14,0;7,0;;;;;
27/01/2012;0000;26,8;80,0;1013,3;2,6;9,0;6,0;6,20;30,5;;;
27/01/2012;1200;28,4;67,0;1012,9;1,8;14,0;8,0;;;26,1;0,0;
27/01/2012;1800;29,2;66,0;1011,0;2,0;14,0;6,0;;;;;
28/01/2012;0000;26,8;71,0;1012,5;1,6;14,0;4,0;10,20;31,0;;;
28/01/2012;1200;29,0;61,0;1013,5;3,3;14,0;8,0;;;25,5;0,3;
28/01/2012;1800;29,6;58,0;1011,6;3,3;14,0;2,0;;;;;
29/01/2012;0000;27,0;74,0;1012,6;1,6;14,0;3,0;8,00;30,6;;;
29/01/2012;1200;29,0;71,0;1013,3;2,0;9,0;5,0;;;25,1;0,0;
29/01/2012;1800;29,4;68,0;1010,4;2,3;9,0;8,0;;;;;
30/01/2012;0000;27,0;77,0;1011,6;3,6;14,0;4,0;8,70;30,8;;;
30/01/2012;1200;29,2;71,0;1012,9;2,0;14,0;5,0;;;26,3;2,2;
30/01/2012;1800;29,4;67,0;1010,6;1,6;9,0;6,0;;;;;
31/01/2012;0000;27,0;78,0;1011,6;2,3;9,0;8,0;9,30;30,8;;;
31/01/2012;1200;28,4;73,0;1012,8;2,5;9,0;10,0;;;26,3;0,0;
31/01/2012;1800;29,8;64,0;1011,0;2,5;9,0;5,0;;;;;
01/02/2012;0000;27,4;74,0;1013,1;3,3;14,0;5,0;10,00;31,0;;;
01/02/2012;1200;29,8;62,0;1013,7;2,3;14,0;5,0;;;26,5;0,0;
01/02/2012;1800;29,6;59,0;1011,5;3,3;14,0;3,0;;;;;
02/02/2012;0000;27,4;71,0;1013,1;2,1;14,0;8,0;7,80;31,0;;;
02/02/2012;1200;28,6;67,0;1013,7;3,0;14,0;8,0;;;26,2;0,0;
02/02/2012;1800;29,4;68,0;1011,6;4,6;14,0;6,0;;;;;
03/02/2012;0000;27,2;74,0;1012,8;3,3;14,0;4,0;7,10;30,8;;;
03/02/2012;1200;29,4;68,0;1013,9;3,0;9,0;5,0;;;25,9;0,0;
03/02/2012;1800;29,2;67,0;1011,6;3,3;14,0;5,0;;;;;
04/02/2012;0000;27,0;76,0;1012,7;3,0;18,0;6,0;8,80;31,2;;;
04/02/2012;1200;29,2;65,0;1014,0;3,6;14,0;8,0;;;25,9;2,8;
04/02/2012;1800;29,8;62,0;1011,4;4,3;14,0;4,0;;;;;
05/02/2012;0000;27,2;75,0;1013,7;2,0;14,0;5,0;8,80;31,0;;;
05/02/2012;1200;29,2;67,0;1013,9;3,3;14,0;6,0;;;24,9;0,1;
05/02/2012;1800;29,4;66,0;1011,4;3,3;14,0;6,0;;;;;
06/02/2012;0000;27,4;75,0;1013,1;1,8;18,0;5,0;6,20;31,4;;;
06/02/2012;1200;28,0;76,0;1013,7;2,6;14,0;8,0;;;25,9;0,0;
06/02/2012;1800;30,6;63,0;1012,0;2,0;14,0;6,0;;;;;
07/02/2012;0000;26,4;85,0;1014,1;2,0;14,0;9,0;9,40;30,8;;;
07/02/2012;1200;29,2;67,0;1013,0;3,6;14,0;4,0;;;24,3;3,0;
07/02/2012;1800;29,4;66,0;1010,5;4,3;14,0;5,0;;;;;
08/02/2012;0000;26,8;76,0;1012,1;3,0;14,0;3,0;9,70;30,8;;;
08/02/2012;1200;29,2;66,0;1011,7;2,5;14,0;5,0;;;24,1;0,0;
08/02/2012;1800;29,2;67,0;1010,2;2,5;14,0;3,0;;;;;
09/02/2012;0000;27,0;76,0;1012,3;1,6;9,0;4,0;8,50;30,8;;;
09/02/2012;1200;29,6;69,0;1012,1;2,0;14,0;6,0;;;25,7;0,0;
09/02/2012;1800;29,8;69,0;1010,1;2,3;14,0;6,0;;;;;
10/02/2012;0000;27,4;80,0;1012,1;1,8;9,0;4,0;8,00;31,4;;;
10/02/2012;1200;29,0;73,0;1013,4;2,3;9,0;6,0;;;26,5;0,0;
10/02/2012;1800;29,8;69,0;1011,0;3,3;14,0;5,0;;;;;
11/02/2012;0000;27,6;75,0;1011,8;2,0;14,0;4,0;8,60;31,2;;;
11/02/2012;1200;29,0;68,0;1013,5;3,0;14,0;7,0;;;26,7;0,0;
11/02/2012;1800;30,4;64,0;1011,7;3,6;14,0;8,0;;;;;
12/02/2012;0000;27,2;77,0;1013,4;2,0;14,0;4,0;3,00;30,4;;;
12/02/2012;1200;28,6;74,0;1012,7;1,6;14,0;7,0;;;26,3;0,0;
12/02/2012;1800;28,8;69,0;1011,0;2,0;14,0;8,0;;;;;
13/02/2012;0000;27,4;76,0;1012,7;3,0;14,0;7,0;0,00;29,4;;;
13/02/2012;1200;28,6;72,0;1013,4;3,3;14,0;9,0;;;25,5;0,0;
13/02/2012;1800;28,4;72,0;1011,5;4,6;14,0;8,0;;;;;
14/02/2012;0000;27,2;78,0;1012,0;3,3;14,0;6,0;5,00;31,4;;;
14/02/2012;1200;28,8;70,0;1013,0;2,8;14,0;9,0;;;24,9;0,4;
14/02/2012;1800;29,4;71,0;1011,4;3,1;14,0;8,0;;;;;
15/02/2012;0000;26,8;77,0;1012,5;1,0;14,0;8,0;5,40;30,7;;;
15/02/2012;1200;27,0;81,0;1012,6;2,1;14,0;9,0;;;23,7;6,2;
15/02/2012;1800;29,0;70,0;1010,7;2,0;14,0;6,0;;;;;
16/02/2012;0000;26,8;77,0;1011,5;3,3;14,0;4,0;2,90;30,0;;;
16/02/2012;1200;27,4;78,0;1011,8;2,6;14,0;8,0;;;23,3;5,0;
16/02/2012;1800;28,6;80,0;1010,0;2,6;14,0;6,0;;;;;
17/02/2012;0000;26,6;82,0;1011,9;2,0;14,0;8,0;4,70;30,3;;;
17/02/2012;1200;28,0;80,0;1012,1;2,1;9,0;10,0;;;23,7;14,0;
17/02/2012;1800;28,4;77,0;1011,5;1,6;18,0;10,0;;;;;
18/02/2012;0000;24,4;96,0;1013,3;1,6;18,0;6,0;4,40;30,0;;;
18/02/2012;1200;26,6;93,0;1012,7;1,6;2,0;9,0;;;23,4;54,8;
18/02/2012;1800;29,2;75,0;1010,3;3,0;9,0;7,0;;;;;
19/02/2012;0000;25,2;92,0;1012,8;2,0;14,0;10,0;6,60;30,6;;;
19/02/2012;1200;28,4;78,0;1013,9;2,1;14,0;9,0;;;24,1;22,2;
19/02/2012;1800;28,6;71,0;1012,3;3,0;18,0;7,0;;;;;
20/02/2012;0000;27,2;82,0;1013,1;1,6;14,0;3,0;9,00;30,8;;;
20/02/2012;1200;29,2;72,0;1013,4;3,3;14,0;6,0;;;26,3;0,4;
20/02/2012;1800;29,2;69,0;1011,1;3,3;14,0;4,0;;;;;
21/02/2012;0000;27,2;80,0;1013,8;1,6;14,0;5,0;8,20;31,3;;;
21/02/2012;1200;29,0;70,0;1013,9;3,8;14,0;5,0;;;24,7;0,0;
21/02/2012;1800;26,4;87,0;1011,7;2,5;18,0;8,0;;;;;
22/02/2012;0000;25,8;90,0;1012,8;2,8;14,0;9,0;8,60;30,9;;;
22/02/2012;1200;28,6;72,0;1012,5;3,8;14,0;4,0;;;23,7;19,6;
22/02/2012;1800;29,4;72,0;1010,2;4,6;14,0;8,0;;;;;
23/02/2012;0000;26,8;77,0;1010,7;3,0;14,0;5,0;10,10;30,9;;;
23/02/2012;1200;28,6;68,0;1012,1;3,3;14,0;2,0;;;23,9;0,0;
23/02/2012;1800;29,2;69,0;1010,3;4,6;14,0;5,0;;;;;
24/02/2012;0000;26,8;74,0;1011,0;2,6;14,0;4,0;9,70;30,6;;;
24/02/2012;1200;29,2;65,0;1011,2;3,3;14,0;5,0;;;23,7;0,0;
24/02/2012;1800;29,0;73,0;1009,3;2,6;14,0;5,0;;;;;
25/02/2012;0000;27,2;77,0;1011,3;3,3;14,0;6,0;9,70;30,6;;;
25/02/2012;1200;28,4;68,0;1010,9;3,3;14,0;6,0;;;25,9;0,0;
25/02/2012;1800;29,6;65,0;1009,6;3,3;14,0;7,0;;;;;
26/02/2012;0000;27,0;76,0;1011,1;2,5;14,0;3,0;4,90;31,0;;;
26/02/2012;1200;29,0;70,0;1012,4;3,1;16,0;8,0;;;22,9;0,0;
26/02/2012;1800;27,8;75,0;1011,5;3,6;14,0;9,0;;;;;
27/02/2012;0000;26,6;85,0;1012,9;2,0;14,0;7,0;9,50;31,2;;;
27/02/2012;1200;29,4;71,0;1013,2;2,6;14,0;5,0;;;24,3;7,2;
27/02/2012;1800;29,0;73,0;1011,8;3,3;14,0;5,0;;;;;
28/02/2012;0000;27,4;79,0;1013,4;2,3;14,0;5,0;10,10;30,9;;;
28/02/2012;1200;29,2;69,0;1013,4;4,3;14,0;6,0;;;24,3;5,0;
28/02/2012;1800;29,6;66,0;1011,6;3,3;14,0;4,0;;;;;
29/02/2012;0000;27,4;78,0;1012,8;3,3;14,0;6,0;9,50;31,0;;;
29/02/2012;1200;29,2;69,0;1013,7;4,3;14,0;5,0;;;25,1;0,6;
29/02/2012;1800;29,4;64,0;1012,4;5,0;14,0;4,0;;;;;
01/03/2012;0000;27,0;72,0;1013,2;2,5;14,0;4,0;10,00;31,5;;;
01/03/2012;1200;29,2;66,0;1013,5;5,0;14,0;3,0;;;23,4;0,0;
01/03/2012;1800;29,8;64,0;1011,5;5,8;14,0;6,0;;;;;
02/03/2012;0000;27,2;74,0;1013,6;2,3;18,0;4,0;7,50;30,6;;;
02/03/2012;1200;26,8;80,0;1013,6;4,6;14,0;8,0;;;23,9;0,8;
02/03/2012;1800;29,6;72,0;1011,5;7,3;14,0;2,0;;;;;
03/03/2012;0000;26,8;76,0;1012,5;3,0;14,0;2,0;10,20;31,5;;;
03/03/2012;1200;28,4;70,0;1013,5;3,3;18,0;5,0;;;23,1;0,0;
03/03/2012;1800;30,0;63,0;1011,0;3,0;14,0;2,0;;;;;
04/03/2012;0000;27,4;74,0;1013,3;2,0;18,0;5,0;9,90;31,7;;;
04/03/2012;1200;29,8;65,0;1013,9;2,6;14,0;5,0;;;24,1;0,0;
04/03/2012;1800;30,0;67,0;1011,1;3,8;14,0;3,0;;;;;
05/03/2012;0000;27,6;81,0;1013,1;2,0;14,0;5,0;10,40;31,0;;;
05/03/2012;1200;30,0;64,0;1013,2;2,3;18,0;5,0;;;23,7;0,2;
05/03/2012;1800;29,8;69,0;1011,4;1,6;9,0;4,0;;;;;
06/03/2012;0000;27,6;82,0;1013,7;2,6;14,0;6,0;9,40;31,0;;;
06/03/2012;1200;30,0;67,0;1013,1;2,0;14,0;3,0;;;23,5;0,0;
06/03/2012;1800;29,8;68,0;1010,4;3,3;14,0;2,0;;;;;
07/03/2012;0000;27,6;79,0;1013,4;1,6;14,0;4,0;9,70;32,0;;;
07/03/2012;1200;30,0;66,0;1014,9;3,1;14,0;6,3;;;26,9;0,0;
07/03/2012;1800;29,8;68,0;1010,3;3,6;14,0;5,0;;;;;
08/03/2012;0000;27,8;79,0;1012,5;3,6;14,0;4,0;9,90;32,3;;;
08/03/2012;1200;30,0;71,0;1013,3;5,5;14,0;6,0;;;26,5;0,0;
08/03/2012;1800;30,4;68,0;1011,7;4,0;14,0;5,0;;;;;
09/03/2012;0000;27,6;75,0;1013,2;2,0;18,0;5,0;3,50;31,2;;;
09/03/2012;1200;30,2;61,0;1013,8;3,3;14,0;5,0;;;26,3;0,3;
09/03/2012;1800;28,8;67,0;1011,6;2,0;14,0;9,0;;;;;
10/03/2012;0000;27,0;83,0;1013,6;1,6;14,0;9,0;0,30;29,2;;;
10/03/2012;1200;25,4;91,0;1013,6;2,0;18,0;9,0;;;22,9;14,4;
10/03/2012;1800;27,0;79,0;1011,9;4,3;14,0;9,0;;;;;
11/03/2012;0000;26,2;81,0;1013,9;2,0;18,0;10,0;3,10;30,3;;;
11/03/2012;1200;23,8;96,0;1014,4;1,6;18,0;10,0;;;;36,2;
11/03/2012;1800;29,4;66,0;1011,5;2,6;18,0;6,0;;;;;
12/03/2012;0000;27,0;77,0;1013,4;2,3;14,0;5,0;3,10;30,2;;;
12/03/2012;1200;28,0;79,0;1012,3;3,3;14,0;8,0;;;24,9;0,5;
12/03/2012;1800;29,0;74,0;1010,8;3,1;14,0;6,0;;;;;
