PATOS (82791);
Data;Hora (UTC);Temp. [Hora] (C);Umi. (%);Pressao (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Nebulosidade (Decimos);Insolacao (h);Temp. Max. [Diaria] (h);Temp. Min. [Diaria] (h);Chuva [Diaria] (mm);
16/11/2011;1800;36,3;36,0;979,7;2,6;14,0;6,0;;;;;
17/11/2011;0000;30,0;51,0;980,1;4,1;9,0;0,0;11,50;37,1;;;
17/11/2011;1200;29,4;62,0;982,8;4,3;9,0;3,0;;;17,9;0,0;
17/11/2011;1800;35,5;39,0;977,3;2,3;5,0;6,0;;;;;
18/11/2011;0000;29,7;59,0;980,4;5,5;5,0;0,0;11,70;38,5;;;
18/11/2011;1200;28,7;59,0;983,3;3,8;5,0;3,0;;;18,9;0,0;
18/11/2011;1800;37,3;33,0;977,4;4,3;14,0;6,0;;;;;
19/11/2011;0000;29,7;55,0;980,0;5,6;5,0;0,0;10,20;36,6;;;
19/11/2011;1200;28,3;59,0;984,1;5,8;9,0;7,0;;;17,7;0,0;
19/11/2011;1800;35,4;34,0;978,7;3,3;9,0;8,0;;;;;
20/11/2011;0000;27,9;63,0;982,3;6,6;9,0;0,0;11,60;36,7;;;
20/11/2011;1200;29,1;59,0;984,0;5,0;9,0;5,0;;;18,3;0,0;
20/11/2011;1800;35,5;37,0;979,4;3,3;14,0;6,0;;;;;
21/11/2011;0000;28,3;60,0;981,4;8,1;9,0;0,0;11,60;37,1;;;
21/11/2011;1200;28,5;61,0;985,3;6,5;9,0;4,0;;;18,7;0,0;
21/11/2011;1800;35,5;39,0;979,0;2,8;5,0;7,0;;;;;
22/11/2011;0000;28,4;61,0;981,9;8,1;9,0;0,0;9,90;35,7;;;
22/11/2011;1200;29,0;61,0;986,4;5,0;9,0;7,0;;;18,4;0,0;
22/11/2011;1800;33,9;44,0;979,9;4,0;5,0;6,0;;;;;
23/11/2011;0000;28,3;61,0;983,0;6,0;9,0;0,0;9,60;37,0;;;
23/11/2011;1200;29,0;62,0;985,7;4,1;9,0;3,0;;;18,3;0,0;
23/11/2011;1800;35,7;38,0;979,4;2,3;5,0;6,0;;;;;
24/11/2011;0000;27,5;64,0;983,3;6,5;9,0;0,0;9,00;36,6;;;
24/11/2011;1200;28,2;61,0;985,6;6,3;9,0;7,0;;;18,4;0,0;
24/11/2011;1800;35,3;35,0;979,0;3,0;5,0;8,0;;;;;
25/11/2011;0000;28,1;59,0;982,4;5,3;9,0;0,0;10,90;37,5;;;
25/11/2011;1200;28,5;56,0;984,2;6,5;14,0;3,0;;;18,0;0,0;
25/11/2011;1800;36,1;32,0;977,8;3,3;14,0;6,0;;;;;
26/11/2011;0000;28,7;50,0;980,8;5,5;9,0;0,0;11,50;36,8;;;
26/11/2011;1200;27,7;58,0;984,6;2,5;14,0;4,0;;;16,2;0,0;
26/11/2011;1800;35,3;32,0;978,5;3,1;23,0;4,0;;;;;
27/11/2011;0000;29,4;54,0;981,7;5,0;9,0;7,0;11,20;37,0;;;
27/11/2011;1200;27,7;68,0;983,5;5,5;9,0;7,0;;;17,5;0,0;
27/11/2011;1800;35,5;34,0;978,2;2,6;14,0;7,0;;;;;
28/11/2011;0000;28,3;65,0;979,5;7,5;9,0;0,0;10,20;36,7;;;
28/11/2011;1200;28,0;63,0;983,0;5,0;14,0;8,0;;;18,3;0,0;
28/11/2011;1800;35,3;41,0;977,4;4,1;5,0;6,0;;;;;
29/11/2011;0000;26,7;71,0;979,8;7,6;9,0;0,0;9,60;36,4;;;
29/11/2011;1200;28,1;61,0;983,3;4,0;9,0;8,0;;;17,9;0,0;
29/11/2011;1800;34,7;42,0;977,5;3,0;14,0;9,0;;;;;
30/11/2011;0000;29,2;57,0;979,9;9,6;9,0;0,0;11,10;36,9;;;
30/11/2011;1200;29,0;59,0;982,2;6,3;9,0;6,0;;;17,0;0,0;
30/11/2011;1800;35,9;38,0;976,8;3,8;14,0;8,0;;;;;
01/12/2011;0000;28,3;61,0;980,8;5,0;9,0;0,0;11,20;37,3;;;
01/12/2011;1200;28,9;56,0;984,5;3,0;9,0;7,0;;;17,7;0,0;
01/12/2011;1800;35,5;34,0;978,9;3,3;5,0;8,0;;;;;
02/12/2011;0000;30,3;47,0;980,9;6,6;9,0;0,0;10,10;36,5;;;
02/12/2011;1200;28,0;59,0;984,5;3,5;9,0;8,0;;;;0,0;
02/12/2011;1800;34,9;41,0;978,5;2,5;5,0;6,0;;;;;
03/12/2011;0000;29,7;52,0;981,2;4,5;5,0;3,0;10,50;36,3;;;
03/12/2011;1200;27,8;53,0;984,3;5,1;9,0;4,0;;;18,7;0,0;
03/12/2011;1800;35,0;31,0;978,1;2,8;36,0;7,0;;;;;
04/12/2011;0000;30,0;44,0;980,6;4,0;5,0;3,0;11,00;36,8;;;
04/12/2011;1200;28,7;53,0;983,6;6,6;9,0;3,0;;;19,2;0,0;
04/12/2011;1800;36,0;28,0;978,0;3,5;5,0;4,0;;;;;
05/12/2011;0000;28,8;54,0;980,3;7,3;9,0;0,0;11,60;37,1;;;
05/12/2011;1200;29,2;55,0;983,4;5,6;9,0;3,0;;;18,9;0,0;
05/12/2011;1800;36,0;33,0;977,8;5,5;9,0;6,0;;;;;
06/12/2011;0000;26,4;68,0;981,4;5,5;9,0;0,0;8,80;36,5;;;
06/12/2011;1200;28,1;60,0;983,3;3,6;14,0;9,0;;;19,1;0,0;
06/12/2011;1800;35,5;37,0;977,7;2,5;14,0;6,0;;;;;
07/12/2011;0000;28,0;57,0;980,7;7,0;9,0;0,0;11,50;36,7;;;
07/12/2011;1200;28,1;56,0;983,1;5,3;9,0;3,0;;;18,8;0,0;
07/12/2011;1800;35,2;34,0;977,7;1,8;23,0;5,0;;;;;
08/12/2011;0000;28,1;52,0;981,2;6,1;9,0;0,0;11,50;36,3;;;
08/12/2011;1200;28,3;56,0;984,5;5,8;5,0;5,0;;;;0,0;
08/12/2011;1800;34,7;37,0;978,7;1,5;14,0;8,0;;;;;
09/12/2011;0000;29,9;48,0;981,2;6,1;9,0;2,0;11,00;37,7;;;
09/12/2011;1200;28,5;55,0;984,0;5,3;9,0;7,0;;;;0,0;
09/12/2011;1800;36,5;31,0;978,2;2,3;18,0;7,0;;;;;
10/12/2011;0000;29,7;47,0;980,5;5,5;9,0;0,0;10,80;38,8;;;
10/12/2011;1200;29,2;55,0;983,6;4,0;9,0;0,0;;;17,7;0,0;
10/12/2011;1800;37,3;29,0;977,2;1,6;5,0;6,0;;;;;
11/12/2011;0000;30,9;52,0;979,7;2,6;5,0;8,0;10,70;37,2;;;
11/12/2011;1200;28,5;55,0;983,0;3,3;5,0;2,0;;;;0,0;
11/12/2011;1800;36,1;35,0;977,4;4,0;5,0;6,0;;;;;
12/12/2011;0000;29,7;59,0;980,4;4,0;36,0;3,0;8,30;36,4;;;
12/12/2011;1200;27,5;66,0;983,7;2,3;5,0;10,0;;;;0,0;
12/12/2011;1800;34,7;41,0;978,7;1,6;5,0;9,0;;;;;
13/12/2011;0000;29,7;57,0;980,8;4,3;9,0;7,0;4,80;35,8;;;
13/12/2011;1200;28,4;60,0;984,0;3,3;5,0;9,0;;;;0,0;
13/12/2011;1800;34,7;37,0;979,0;2,6;9,0;8,0;;;;;
14/12/2011;0000;29,1;53,0;980,7;8,6;9,0;3,0;10,60;36,9;;;
14/12/2011;1200;28,3;58,0;983,5;3,3;5,0;7,0;;;;0,0;
14/12/2011;1800;35,3;35,0;978,0;3,3;9,0;5,0;;;;;
15/12/2011;0000;28,4;56,0;980,4;6,6;9,0;0,0;10,40;36,5;;;
15/12/2011;1200;28,1;57,0;983,9;4,0;9,0;6,0;;;20,6;0,0;
15/12/2011;1800;34,7;34,0;978,9;2,3;5,0;7,0;;;;;
16/12/2011;0000;28,3;59,0;981,5;5,8;9,0;0,0;9,20;36,6;;;
16/12/2011;1200;28,5;59,0;984,5;5,0;9,0;7,0;;;;0,0;
16/12/2011;1800;35,3;31,0;979,4;4,0;9,0;6,0;;;;;
17/12/2011;0000;28,5;55,0;981,3;4,8;9,0;0,0;11,60;37,1;;;
17/12/2011;1200;28,4;55,0;984,9;6,6;9,0;2,0;;;;0,0;
17/12/2011;1800;36,1;28,0;979,3;4,0;9,0;3,0;;;;;
18/12/2011;0000;29,1;51,0;981,2;6,5;9,0;0,0;11,60;37,3;;;
18/12/2011;1200;28,5;52,0;984,7;5,3;14,0;0,0;;;;0,0;
18/12/2011;1800;36,5;26,0;979,2;2,1;14,0;3,0;;;;;
19/12/2011;0000;29,5;48,0;981,3;6,5;9,0;0,0;10,20;36,6;;;
19/12/2011;1200;28,7;61,0;985,1;4,1;9,0;7,0;;;;0,0;
19/12/2011;1800;35,1;38,0;979,6;2,8;5,0;8,0;;;;;
20/12/2011;0000;30,2;54,0;982,1;6,1;9,0;0,0;11,40;37,6;;;
20/12/2011;1200;29,6;58,0;985,3;5,6;9,0;3,0;;;;0,0;
20/12/2011;1800;36,3;36,0;979,5;3,0;9,0;6,0;;;;;
21/12/2011;0000;29,4;58,0;981,5;7,6;9,0;0,0;7,70;36,6;;;
21/12/2011;1200;27,7;63,0;984,6;5,1;9,0;7,0;;;;0,0;
21/12/2011;1800;35,5;39,0;979,1;2,1;9,0;6,0;;;;;
22/12/2011;0000;28,9;61,0;981,3;6,3;9,0;3,0;3,00;33,5;;;
22/12/2011;1200;27,5;69,0;984,1;2,8;5,0;10,0;;;;0,0;
22/12/2011;1800;31,3;44,0;980,4;4,6;5,0;9,0;;;;;
23/12/2011;0000;28,3;58,0;982,4;4,5;5,0;5,0;7,40;35,8;;;
23/12/2011;1200;29,0;57,0;985,2;4,5;5,0;5,0;;;;0,0;
23/12/2011;1800;34,7;40,0;978,4;4,0;9,0;6,0;;;;;
24/12/2011;0000;28,7;61,0;982,1;5,0;5,0;0,0;6,80;36,4;;;
24/12/2011;1200;28,0;65,0;985,4;6,1;5,0;8,0;;;;0,0;
24/12/2011;1800;35,4;38,0;980,0;5,1;9,0;9,0;;;;;
25/12/2011;0000;28,2;62,0;983,0;5,8;9,0;0,0;8,70;35,6;;;
25/12/2011;1200;28,7;63,0;985,6;6,3;9,0;7,0;;;21,1;0,0;
25/12/2011;1800;34,5;43,0;981,2;5,6;5,0;9,0;;;;;
26/12/2011;0000;29,1;59,0;983,2;6,5;9,0;3,0;6,50;35,6;;;
26/12/2011;1200;28,7;58,0;985,2;5,0;5,0;8,0;;;23,8;0,0;
26/12/2011;1800;34,2;38,0;981,0;3,1;5,0;8,0;;;;;
27/12/2011;0000;30,2;50,0;982,5;6,3;9,0;10,0;9,50;36,5;;;
27/12/2011;1200;27,4;61,0;986,8;4,0;5,0;6,0;;;24,0;0,0;
27/12/2011;1800;34,7;33,0;981,7;1,6;14,0;5,0;;;;;
28/12/2011;0000;30,0;50,0;983,4;5,3;9,0;0,0;11,10;37,0;;;
28/12/2011;1200;27,6;63,0;987,8;2,8;5,0;8,0;;;22,8;0,0;
28/12/2011;1800;35,1;37,0;982,0;1,1;14,0;7,0;;;;;
29/12/2011;0000;31,5;55,0;983,0;4,8;5,0;5,0;9,80;36,8;;;
29/12/2011;1200;29,3;60,0;985,9;2,3;5,0;7,0;;;25,7;0,0;
29/12/2011;1800;35,3;37,0;980,5;3,3;5,0;6,0;;;;;
30/12/2011;0000;31,5;49,0;982,0;5,5;5,0;0,0;8,10;37,4;;;
30/12/2011;1200;28,4;60,0;985,6;2,0;5,0;7,0;;;24,5;0,0;
30/12/2011;1800;35,5;38,0;980,0;3,0;5,0;8,0;;;;;
31/12/2011;0000;30,5;54,0;982,0;7,8;9,0;0,0;11,50;37,9;;;
31/12/2011;1200;29,0;57,0;984,4;5,3;9,0;4,0;;;24,6;0,0;
31/12/2011;1800;37,0;31,0;978,8;3,3;14,0;6,0;;;;;
01/01/2012;0000;29,7;53,0;981,5;4,8;9,0;0,0;11,30;37,1;;;
01/01/2012;1200;29,0;56,0;985,3;4,5;9,0;7,0;;;24,5;0,0;
01/01/2012;1800;35,7;33,0;980,2;3,3;14,0;6,0;;;;;
02/01/2012;0000;30,3;58,0;982,3;4,8;5,0;9,0;10,50;36,8;;;
02/01/2012;1200;28,9;60,0;985,0;3,0;5,0;7,0;;;24,2;0,0;
02/01/2012;1800;34,7;35,0;979,4;3,3;5,0;8,0;;;;;
03/01/2012;0000;28,4;66,0;982,5;4,1;5,0;4,0;11,10;37,9;;;
03/01/2012;1200;28,9;61,0;984,9;2,8;9,0;5,0;;;25,4;0,0;
03/01/2012;1800;35,9;38,0;978,9;3,0;5,0;8,0;;;;;
04/01/2012;0000;31,3;51,0;982,0;5,3;5,0;0,0;8,70;36,8;;;
04/01/2012;1200;28,7;58,0;985,3;3,6;5,0;4,0;;;25,3;0,0;
04/01/2012;1800;35,8;37,0;980,1;3,0;14,0;7,0;;;;;
05/01/2012;0000;30,5;49,0;982,3;4,5;5,0;4,0;7,70;36,4;;;
05/01/2012;1200;28,2;58,0;985,2;4,6;9,0;7,0;;;24,6;0,0;
05/01/2012;1800;35,3;38,0;980,2;1,0;5,0;6,0;;;;;
06/01/2012;0000;30,3;54,0;981,6;5,5;9,0;3,0;9,20;37,6;;;
06/01/2012;1200;28,2;60,0;985,4;3,8;9,0;8,0;;;25,7;0,0;
06/01/2012;1800;35,8;37,0;980,8;1,1;5,0;6,0;;;;;
07/01/2012;0000;30,9;50,0;981,4;5,0;9,0;7,0;11,30;37,0;;;
07/01/2012;1200;28,0;66,0;985,6;3,6;9,0;8,0;;;24,7;0,0;
07/01/2012;1800;35,5;37,0;980,0;3,1;9,0;7,0;;;;;
08/01/2012;0000;29,7;58,0;981,3;7,0;9,0;0,0;11,20;36,4;;;
08/01/2012;1200;29,1;58,0;984,9;2,5;14,0;2,0;;;24,9;0,0;
08/01/2012;1800;35,4;40,0;980,2;5,3;9,0;7,0;;;;;
09/01/2012;0000;29,5;59,0;982,9;6,1;9,0;4,0;9,10;36,5;;;
09/01/2012;1200;27,5;71,0;984,8;5,5;14,0;9,0;;;24,6;0,0;
09/01/2012;1800;34,9;39,0;980,0;4,6;14,0;6,0;;;;;
10/01/2012;0000;28,6;56,0;983,6;8,6;9,0;0,0;11,60;37,1;;;
10/01/2012;1200;28,6;61,0;984,5;7,0;14,0;7,0;;;24,5;0,0;
10/01/2012;1800;35,7;35,0;979,0;6,0;14,0;5,0;;;;;
11/01/2012;0000;28,5;62,0;982,0;6,0;9,0;0,0;10,60;35,6;;;
11/01/2012;1200;28,2;60,0;984,2;4,6;9,0;7,0;;;24,2;0,0;
11/01/2012;1800;34,5;40,0;980,2;2,6;9,0;5,0;;;;;
12/01/2012;0000;28,5;64,0;982,9;5,0;9,0;2,0;9,40;36,4;;;
12/01/2012;1200;28,8;61,0;985,2;5,5;9,0;7,0;;;25,3;0,0;
12/01/2012;1800;34,7;43,0;981,1;4,1;9,0;8,0;;;;;
13/01/2012;0000;29,9;59,0;983,4;6,0;9,0;0,0;7,60;36,2;;;
13/01/2012;1200;29,3;60,0;985,4;5,0;9,0;6,0;;;25,6;0,0;
13/01/2012;1800;34,7;39,0;980,0;4,1;5,0;8,0;;;;;
14/01/2012;0000;30,3;55,0;983,2;7,8;9,0;0,0;8,80;36,7;;;
14/01/2012;1200;29,2;61,0;985,5;5,3;9,0;6,0;;;25,5;0,0;
14/01/2012;1800;35,5;38,0;980,0;3,0;14,0;9,0;;;;;
15/01/2012;0000;27,6;64,0;983,4;7,0;9,0;0,0;9,70;36,3;;;
15/01/2012;1200;29,2;61,0;985,5;5,3;9,0;6,0;;;25,4;0,4;
15/01/2012;1800;35,5;34,0;980,7;3,0;14,0;9,0;;;;;
16/01/2012;0000;27,6;53,0;983,1;7,0;9,0;0,0;9,00;35,6;;;
16/01/2012;1200;29,0;63,0;985,7;5,0;5,0;6,0;;;24,9;0,0;
16/01/2012;1800;35,3;39,0;980,7;5,6;9,0;8,0;;;;;
17/01/2012;0000;28,9;53,0;982,5;4,8;14,0;4,0;6,40;35,6;;;
17/01/2012;1200;27,6;64,0;985,1;3,3;14,0;8,0;;;24,9;0,0;
17/01/2012;1800;34,3;41,0;979,7;3,3;5,0;9,0;;;;;
18/01/2012;0000;30,1;51,0;981,5;1,6;9,0;3,0;0,70;33,5;;;
18/01/2012;1200;28,7;64,0;984,1;2,8;9,0;10,0;;;26,1;0,0;
18/01/2012;1800;32,5;50,0;979,5;3,0;5,0;10,0;;;;;
19/01/2012;0000;28,7;64,0;981,0;4,1;9,0;6,0;8,00;36,3;;;
19/01/2012;1200;28,3;63,0;983,6;3,6;9,0;7,0;;;25,5;0,0;
19/01/2012;1800;34,7;39,0;978,4;2,1;18,0;8,0;;;;;
20/01/2012;0000;26,9;73,0;982,7;3,0;36,0;10,0;4,50;36,3;;;
20/01/2012;1200;27,2;71,0;984,3;4,0;9,0;10,0;;;24,7;0,0;
20/01/2012;1800;34,5;46,0;979,7;4,0;14,0;6,0;;;;;
21/01/2012;0000;25,1;80,0;983,0;5,1;5,0;10,0;6,90;34,4;;;
21/01/2012;1200;27,1;72,0;984,8;5,0;9,0;9,0;;;25,1;3,9;
21/01/2012;1800;33,1;49,0;979,4;3,6;14,0;7,0;;;;;
22/01/2012;0000;26,0;74,0;982,0;5,8;9,0;10,0;4,60;32,7;;;
22/01/2012;1200;26,7;73,0;983,2;3,6;9,0;8,0;;;23,8;0,3;
22/01/2012;1800;28,3;73,0;980,1;3,3;18,0;10,0;;;;;
23/01/2012;0000;24,6;85,0;982,9;4,0;9,0;10,0;5,10;34,1;;;
23/01/2012;1200;26,4;75,0;983,7;3,3;9,0;7,0;;;20,5;2,6;
23/01/2012;1800;32,3;53,0;979,3;3,8;18,0;8,0;;;;;
24/01/2012;0000;25,7;76,0;981,8;5,0;9,0;10,0;1,00;31,0;;;
24/01/2012;1200;26,0;75,0;984,0;4,0;9,0;10,0;;;24,4;0,0;
24/01/2012;1800;26,6;85,0;981,0;3,3;5,0;10,0;;;;;
25/01/2012;0000;24,4;89,0;983,6;2,0;14,0;5,0;1,30;32,5;;;
25/01/2012;1200;26,0;72,0;984,6;2,8;5,0;8,0;;;25,1;9,2;
25/01/2012;1800;31,3;48,0;981,0;2,5;14,0;8,0;;;;;
26/01/2012;0000;27,5;64,0;981,9;5,0;9,0;0,0;11,20;36,1;;;
26/01/2012;1200;27,7;61,0;983,7;4,1;9,0;5,0;;;25,4;0,0;
26/01/2012;1800;34,1;41,0;979,3;2,5;14,0;6,0;;;;;
27/01/2012;0000;28,8;60,0;981,8;5,3;9,0;3,0;5,00;33,4;;;
27/01/2012;1200;27,2;66,0;984,1;1,3;5,0;10,0;;;25,5;0,0;
27/01/2012;1800;32,2;48,0;980,0;3,5;14,0;9,0;;;;;
28/01/2012;0000;28,1;64,0;981,6;5,0;14,0;8,0;8,30;37,0;;;
28/01/2012;1200;27,5;60,0;984,6;4,3;9,0;7,0;;;23,0;0,0;
28/01/2012;1800;35,0;39,0;979,3;3,3;5,0;7,0;;;;;
29/01/2012;0000;28,5;55,0;981,4;5,0;9,0;4,0;9,60;36,5;;;
29/01/2012;1200;27,3;61,0;984,2;4,6;9,0;8,0;;;25,3;0,0;
29/01/2012;1800;35,3;34,0;978,7;1,3;23,0;6,0;;;;;
30/01/2012;0000;28,5;63,0;980,8;5,5;36,0;10,0;1,00;31,1;;;
30/01/2012;1200;26,0;79,0;984,0;1,6;5,0;10,0;;;25,1;0,9;
30/01/2012;1800;29,7;52,0;981,0;2,1;5,0;10,0;;;;;
31/01/2012;0000;26,5;76,0;981,5;0,7;27,0;0,0;8,40;36,1;;;
31/01/2012;1200;27,4;65,0;984,2;4,6;9,0;8,0;;;24,7;3,4;
31/01/2012;1800;34,5;35,0;979,0;3,0;36,0;7,0;;;;;
01/02/2012;0000;28,5;55,0;981,4;6,3;9,0;0,0;9,20;36,8;;;
01/02/2012;1200;28,0;61,0;984,7;4,6;9,0;5,0;;;25,4;0,0;
01/02/2012;1800;35,2;31,0;979,3;3,1;5,0;7,0;;;;;
02/02/2012;0000;28,7;55,0;981,7;5,0;9,0;0,0;11,50;35,7;;;
02/02/2012;1200;28,7;53,0;984,9;6,1;14,0;4,0;;;25,3;0,0;
02/02/2012;1800;34,8;36,0;979,7;5,0;9,0;7,0;;;;;
03/02/2012;0000;28,2;60,0;982,2;5,8;9,0;0,0;9,30;35,8;;;
03/02/2012;1200;27,0;63,0;984,7;5,1;9,0;8,0;;;24,2;0,0;
03/02/2012;1800;34,5;39,0;979,5;5,0;9,0;7,0;;;;;
04/02/2012;0000;28,5;50,0;981,8;7,6;9,0;0,0;10,00;35,6;;;
04/02/2012;1200;28,8;55,0;984,1;7,3;14,0;5,0;;;24,7;0,0;
04/02/2012;1800;34,2;36,0;979,6;4,6;14,0;8,0;;;;;
05/02/2012;0000;28,3;55,0;982,4;6,6;9,0;8,0;10,90;36,7;;;
05/02/2012;1200;28,1;56,0;984,1;5,8;9,0;6,0;;;25,1;0,0;
05/02/2012;1800;35,3;35,0;979,1;4,0;14,0;5,0;;;;;
06/02/2012;0000;28,5;50,0;982,6;6,3;9,0;0,0;9,40;35,4;;;
06/02/2012;1200;28,0;61,0;984,4;5,3;9,0;7,0;;;25,2;0,0;
06/02/2012;1800;33,6;41,0;981,4;3,6;9,0;8,0;;;;;
07/02/2012;0000;29,7;52,0;983,7;6,1;9,0;0,0;11,00;36,6;;;
07/02/2012;1200;29,0;53,0;983,6;5,0;14,0;4,0;;;25,4;0,0;
07/02/2012;1800;34,7;39,0;978,7;6,6;9,0;6,0;;;;;
08/02/2012;0000;29,3;58,0;981,2;7,1;9,0;0,0;10,10;38,9;;;
08/02/2012;1200;28,2;57,0;982,1;5,0;9,0;0,0;;;25,5;0,0;
08/02/2012;1800;37,6;29,0;977,5;2,6;14,0;6,0;;;;;
09/02/2012;0000;30,4;50,0;980,9;3,8;5,0;3,0;8,60;36,1;;;
09/02/2012;1200;28,0;62,0;983,2;1,5;9,0;7,0;;;25,3;0,0;
09/02/2012;1800;34,8;41,0;978,7;1,5;36,0;8,0;;;;;
10/02/2012;0000;25,6;80,0;981,7;5,0;36,0;10,0;5,60;34,6;;;
10/02/2012;1200;28,5;63,0;984,4;2,0;14,0;8,0;;;25,6;1,2;
10/02/2012;1800;33,6;43,0;980,0;2,3;32,0;9,0;;;;;
11/02/2012;0000;28,4;65,0;981,5;3,1;36,0;4,0;10,60;36,7;;;
11/02/2012;1200;28,7;61,0;985,2;3,8;9,0;6,0;;;25,7;0,0;
11/02/2012;1800;35,7;35,0;980,3;4,0;9,0;7,0;;;;;
12/02/2012;0000;29,7;49,0;981,4;3,3;9,0;0,0;7,00;35,7;;;
12/02/2012;1200;27,5;64,0;984,1;4,1;9,0;7,0;;;23,8;0,0;
12/02/2012;1800;34,7;37,0;980,0;4,3;9,0;8,0;;;;;
13/02/2012;0000;28,8;54,0;981,7;6,5;9,0;5,0;2,20;32,0;;;
13/02/2012;1200;27,5;64,0;984,5;3,6;9,0;8,0;;;25,0;0,0;
13/02/2012;1800;31,3;44,0;981,3;2,0;5,0;10,0;;;;;
14/02/2012;0000;28,0;61,0;982,6;2,6;5,0;5,0;8,00;35,8;;;
14/02/2012;1200;28,8;58,0;985,0;5,0;14,0;4,0;;;25,4;0,0;
14/02/2012;1800;34,9;37,0;980,2;4,6;5,0;8,0;;;;;
15/02/2012;0000;29,1;58,0;982,1;6,3;9,0;0,0;10,80;36,8;;;
15/02/2012;1200;28,6;55,0;984,3;2,3;14,0;4,0;;;25,7;0,0;
15/02/2012;1800;35,0;40,0;979,3;3,8;14,0;7,0;;;;;
16/02/2012;0000;28,5;65,0;981,3;1,6;32,0;10,0;5,20;35,5;;;
16/02/2012;1200;28,0;57,0;983,2;3,8;14,0;6,0;;;23,0;0,0;
16/02/2012;1800;34,1;41,0;978,7;2,0;14,0;10,0;;;;;
17/02/2012;0000;28,9;61,0;981,5;7,3;5,0;8,0;1,70;33,0;;;
17/02/2012;1200;27,5;65,0;984,0;1,8;14,0;8,0;;;23,3;0,0;
17/02/2012;1800;29,3;63,0;980,5;1,0;5,0;10,0;;;;;
18/02/2012;0000;25,4;83,0;983,7;2,5;9,0;8,0;1,70;29,7;;;
18/02/2012;1200;27,0;75,0;985,0;2,3;9,0;8,0;;;21,3;0,2;
18/02/2012;1800;27,5;78,0;981,3;2,0;9,0;10,0;;;;;
19/02/2012;0000;22,2;96,0;984,8;1,1;5,0;10,0;5,20;29,7;;;
19/02/2012;1200;24,8;92,0;986,4;0,5;23,0;7,0;;;22,2;70,8;
19/02/2012;1800;27,4;80,0;981,6;2,0;32,0;7,0;;;;;
20/02/2012;0000;23,3;97,0;984,7;0,3;9,0;10,0;8,20;33,4;;;
20/02/2012;1200;26,3;76,0;984,4;1,1;32,0;8,0;;;24,0;52,2;
20/02/2012;1800;32,6;54,0;980,0;2,3;5,0;7,0;;;;;
21/02/2012;0000;25,0;90,0;983,7;0,7;32,0;10,0;10,40;34,0;;;
21/02/2012;1200;27,6;67,0;985,5;4,1;9,0;7,0;;;25,3;0,8;
21/02/2012;1800;32,5;48,0;981,0;5,0;9,0;4,0;;;;;
22/02/2012;0000;26,5;71,0;983,4;6,1;9,0;0,0;10,30;33,8;;;
22/02/2012;1200;26,8;73,0;984,4;4,3;9,0;8,0;;;23,2;0,0;
22/02/2012;1800;33,1;45,0;979,7;3,3;5,0;6,0;;;;;
23/02/2012;0000;28,0;62,0;981,7;4,6;9,0;0,0;10,40;35,0;;;
23/02/2012;1200;27,4;66,0;983,1;4,6;9,0;4,0;;;25,5;0,0;
23/02/2012;1800;34,6;41,0;978,4;2,8;14,0;7,0;;;;;
24/02/2012;0000;29,1;58,0;980,2;6,8;9,0;9,0;9,10;33,0;;;
24/02/2012;1200;27,1;65,0;982,8;3,1;9,0;8,0;;;24,0;0,0;
24/02/2012;1800;31,7;48,0;978,4;1,6;23,0;8,0;;;;;
25/02/2012;0000;27,7;70,0;980,4;1,3;32,0;10,0;6,80;35,3;;;
25/02/2012;1200;24,5;81,0;983,0;1,3;5,0;10,0;;;24,2;1,0;
25/02/2012;1800;29,5;63,0;979,7;1,6;36,0;10,0;;;;;
26/02/2012;0000;;49,0;982,3;0,5;14,0;7,5;10,10;34,3;;;
26/02/2012;1200;26,8;68,0;984,1;4,0;9,0;4,0;;;22,4;0,0;
26/02/2012;1800;33,0;49,0;980,0;2,0;5,0;5,0;;;;;
27/02/2012;0000;23,2;95,0;984,6;4,5;9,0;10,0;10,60;34,5;;;
27/02/2012;1200;26,3;76,0;984,4;3,6;9,0;8,0;;;22,2;20,2;
27/02/2012;1800;33,1;47,0;979,8;5,8;9,0;6,0;;;;;
28/02/2012;0000;27,1;68,0;983,4;2,3;9,0;0,0;11,00;33,9;;;
28/02/2012;1200;26,5;68,0;984,9;4,0;14,0;6,0;;;22,9;0,0;
28/02/2012;1800;32,7;48,0;980,4;4,3;5,0;6,0;;;;;
29/02/2012;0000;27,7;60,0;983,2;2,1;9,0;0,0;11,40;34,7;;;
29/02/2012;1200;27,0;68,0;985,1;5,8;9,0;3,0;;;24,2;0,0;
29/02/2012;1800;33,9;42,0;980,3;4,5;5,0;6,0;;;;;
01/03/2012;0000;27,5;58,0;982,9;6,3;9,0;0,0;11,20;35,8;;;
01/03/2012;1200;27,6;58,0;984,7;6,3;9,0;4,0;;;24,7;0,0;
01/03/2012;1800;34,5;39,0;980,0;3,0;14,0;5,0;;;;;
02/03/2012;0000;28,5;56,0;982,4;3,8;9,0;0,0;10,90;35,5;;;
02/03/2012;1200;26,8;65,0;984,7;1,3;5,0;3,0;;;24,1;0,0;
02/03/2012;1800;33,5;41,0;980,1;2,5;5,0;6,0;;;;;
03/03/2012;0000;29,1;55,0;982,0;3,8;9,0;4,0;11,60;36,8;;;
